,review,polarity
2301,문이 반듯하게 닫히지 않아요. 식탁에 앉아서바로 눈앞에 보이는데 거슬려요. 제품불량이에요.,부정
2302,제품 가격이 너무 고가라 집 보일러보다 비싸네요.  가격이 부담되었어요. ㅜ  ,부정
2303,국내생산 제품이라 튼튼해보이고 품질이 좋아요.,긍정
2304,리모컨 인식이 제대로 안되요. 불량인가요?,부정
2305,소재가 장난감같은 플라스틱소재라 저렴해보여요.,부정
2306,다만 리모컨이 제품 구성에 없어서 사용하는데 불편하고 안좋네요. ㅜ  ,부정
2307,상하 움직일때는 수동으로 해야 하는것 빼구는 좋아요,부정
2308,무게도 무겁지 않고 가벼워서 좋네요!,긍정
2309,돌아가는 소리도 신경이 거슬려요,부정
2310,바람이 시원하지도않고,부정
2311,"제품 테스트해보니 작동시키면 20초안에 금방 따뜻해져요, 화력 꿋~! ",긍정
2312,가성비 매우 좋은 제품이라 구입 잘했어요 ^^ ,긍정
2313,크기도 작지도 않고 적당하고 작은방에 딱좋네요 ,긍정
2314,가격이 너무 비싸네요ㅠ 빠진게 한두가지도 아닌데 너무해요ㅠ,부정
2315,다만 색상이 제가 원했던 화사한 화이트가 아니라 약간 누런빛의 아이보리색이라 마음에 안들어요. ㅜ ,부정
2316,길이 조절을 길게할때 모가지?가 힘이 없어서 불편합니다.,부정
2317,색상이 깔끔하지 않아 아쉽네요.,부정
2318,색상은 화면과 달리 좀 칙칙해서 별로네요,부정
2319,색깔이 흰색이 아닌 베이지네요....,부정
2320,깨끗한 화이트 컬러가 아니라 칙칙한 아이보리 컬러였네요ㅠ,부정
2321,"전기 인입이 전선으로 되어있어 좀 불편하지만,",부정
2322,받침대및 연결봉이 플라스틱으로 되어있어 내구성이 약하고 별로네요,부정
2323,부모님댁 벽난로와 비교해도 훨씬 더 화력좋고 따뜻합니다. ^^,긍정
2324,색상은 칙칙해서 마음에 안 들지만..,부정
2325,에어컨과 함께 켜니 정말시원하니 좋네요,긍정
2326,색상이 생각했던 것과 다르게 좀 탁하게 느껴져서 아쉽네요.,부정
2327,다만 물통 입구가 좁아서 세척할때 좀 불편해요.. 그점이 아쉽네요. ㅜ,부정
2328,그래도 제습 성능은 좋아서 빨래가 잘 말라요,긍정
2329,바람도 시원 강하고 넘 좋아요~,긍정
2330,물용량이 적당해서 좋아요..,긍정
2331,추운날씨에 편하게 아주 잘 사용하고 있어요,긍정
2332,설치시 창틀턱이 라운드라 설치하느라 좀 힘들었지만,부정
2333,따스하고 크기도 딱 좋습니다.,긍정
2334,창문에 설치를 했더니 불량인지 흔들리고 휘어져 에어콘을 올리기 불안했는데 역시나 브라켓불량이네요,부정
2335,다만 사용할때 엔진소음이 약간씩 들려 신경쓰여요.. 아주 큰 소음은 아니라 그럭저럭 사용할만 합니다.. 쏘쏘..,중립
2336,폰으로 앱 연결해야 하는데 방법을 몰라서 연동시킬 수가 없네요.. ㅜ  실망이 큽니다. ,부정
2337,생각보다 조용하니 맘에 드네요~ ,긍정
2338,풍량 풍속기능이 있어서 바람도 세고 ,긍정
2339, 터치로 작동도 할 수 있어 좋네요!,긍정
2340, 계속 틀어놔도 안따뜻하고 별로예요 ㅠ,부정
2341,제품 가성비가 훌륭해서 마음이 기쁩니다.. 잘 샀어요! ,긍정
2342,완전 조용해요~~ ^0^,긍정
2343,첫구매 쿠폰 만원이랑 ○○쿠폰 7천원짜리 써서 완전 싸게 구매했어요. ,긍정
2344,역시 색상은 아이보리가 제일 이쁩니다. ,긍정
2345,다만 제조일이 오래된점이 아쉽네요,부정
2346,작동이 잘되고 따뜻하니 성능이 우수한것같아서 잘 산것같아요,긍정
2347,5단계부터 소음이 있긴한데 참을만해요.,중립
2348,또 높은 단계에서는 소음이 너무 급 시끄러워져서 거슬리고 안좋아요.. ㅠ  ,부정
2349,에너지 효율등급이 낮아서 걱정했는데 역시.. 자주 사용하지 못하겠네요,부정
2350,원룸에서 사용하는데 크기가 딱 알맞아서 만족해요.. ,긍정
2351,습도 뽀송하게 잘되서 아들에게도 보내줬더니 좋아하네요~~,긍정
2352,다만 제품 내부의 마감이 거칠고 군데군데 들떠 있어서 실망스럽네요. ㅜ ,부정
2353,바람의 세기는 그닥~~~~,부정
2354,3세대보다 몇만원 싸게 사서 위로라인 위로중~~,중립
2355,제품 가격은 동급 사양의 타사제품에 비해 확실히 비싸네요. ㅜ ,부정
2356,생각보다 사이즈가 너무 작네요... 처음에 사이즈에 살짝 실망했어요...,부정
2357,성능이 좋아 제습도 잘 되고,긍정
2358,그래도 성능은 괜찮네요 집안이 뽀송뽀송해요~,긍정
2359,오~~ 제습력 짱 좋네요. 장마철이라 아이들방 천장 벽지가 들떠 있었는데 며칠 사용했다고 딱 붙어버렸네요.. 너무 좋아요.. ,긍정
2360,소음도 없이 조용한점은 마음에 드네요 ,긍정
2361,또 제품 표면의 재질이나 마감이 매우 우수해서 놀랐어요..  품질 굿 ~!! 구입에 만족합니다. ,긍정
2362,소음도 거의 없어서 아주 마음에 듭니다.,긍정
2363,"선풍기 돌아는 소리도 작고, 리모콘 누를 때 소리도 부드러우면서도 작아서 좋네요!",긍정
2364,가성비 최고예요!,긍정
2365,샤워 후 켜봤는데 정말 제습효과 좋네요.. 안방 공기가 쾌적해져서 놀랐어요.. 굿 ^^,긍정
2366,000에서 출시된 제습기라 믿고 구매했어요. ,긍정
2367,제품이 원룸에 딱 사용하기 좋은 크기라 만족해요. ~! ,긍정
2368,특히 소리가 크게 나지 않아서 소음 스트레스가 없어 너무 좋아요!!,긍정
2369,생각보다 얇아서 위에 가벼운 매트하나 더 깔아야 될듯합니다.뜨거워요ㅠ,부정
2370,손잡이가 없ㅈ어 불편함,부정
2371,24단 조절이 가능해서 좋아요.,긍정
2372,만수알림 기능이 있어서 넘칠까 걱정하지 않아도 돼서 흡족합니다.. ,긍정
2373,다행히 예상보다 제품 성능은 좋아요 ^^ ,긍정
2374,제품 바람이 무척시원하고 바람세기 단계가 100단이라 너무 놀랍고 만족해요.. ,긍정
2375,목에 걸어서 사용하니까 너무 편리하고 좋아요!,긍정
2376,터치부분 소재가 스크래치가 잘 나서 좀 아쉽네요,부정
2377,색상이 누르스름하니 싼티나서 별로에요~~~,부정
2378,제습 능력이 탁월해서 젖은 운동화 금세 말려주니 만족해요. ,긍정
2379,반값에 구매해서 사용하지만 제돈주고는 절대 구매안함,부정
2380,그리고 색상도 핑크색이라 유니크하고 좋습니다.,긍정
2381,최강력 10단으로 설정하면 소음도 커져서 조용하지 않고 좀 거슬려 아쉬워요. ㅜ ,부정
2382,면적대비 효율성이 많이 떨어져요,부정
2383,이거 회전할때 오른쪽 부위에서 딸깍 거리는 소리가 나는군요.,부정
2384,제품 할인 받아서 저렴한 가격에 구입해서 좋아요. ,긍정
2385,제품 가격이 너무 많이 올라 비싸게 구입했어요 ㅜ 조금 속상하네요. ㅜ ,부정
2386,제품 상태가 썩 좋지 않아요. 아들이 중고로 산거냐고 물어 볼 정도로 기스도 있구ㅠㅜ,부정
2387,바람이 멀리까지 가서 공기정화 잘 될 것 같아요. 앞으로도 잘 사용하겠습니다!,긍정
2388,바람이 시원한거 딱 하나 좋음,긍정
2389,제품 소음이 생각보다 심해서 안 좋네요..  특히 밤에 잘때는 아주 시끄러워서 꺼놔야 되네요. ㅜ ,부정
2390,몇시간씩 돌려도 습한건 남아 있고 덥기만한게 성능이 왜 이런가요? ,부정
2391,냉방은 시원합니다.,긍정
2392,아이보리 색상 기대하고 주문했는데 회색이 왔네요. 아쉬워요. ,부정
2393,색상이 너무 어르신들 취향이네요 마음에 들지 않아요,부정
2394,다만 플라스틱 소재가 고급스럽지 않고 좀 약해보여서 마음에 안드네요. ㅜ,부정
2395,가벼워서 좋아요,긍정
2396,목에 걸고 집안청소할때나  주방에 일할때 그저그만  편하고,긍정
2397,제품 디자인이 이쁘고 깔끔해서 만족해요.. ,긍정
2398,예쁜 디자인이 너무 맘에 들어요~~,긍정
2399,바람세기 낮은 단계를 주로 이용하는데 조용해서 마음에 듭니다. ,긍정
2400,전기를 얼마나 먹으면 차단기가 내려갈까요. ㅜ 전기소비효율이 꽝입니다. ,부정
2401,하지만 위에서 나오는 바람이 더워서 땀이 날지경이네요 ㅠㅠ ,부정
2402,바퀴가 부드러워서 이동해서 사용하기 너무 편리해요.,긍정
2403,제품 성능도 무척 좋아요. ,긍정
2404,풍량도 100단이나 되서 미세하게 바람조절 할 수 있어 좋네요,긍정
2405,1더하기1로 샀고요.,긍정
2406,화면그대로 디자인예쁘고 좋으네요,긍정
2407,무거워서 들지도못해요,부정
2408,선풍기 옮길 때 잡으면 헤드가 빠지려고 해요 마감이 썩...,부정
2409,그런데 콘센트에 전원선 꼽을때 매번 스파크가 나서 불안해요. 금방 고장날것 같아요...,부정
2410,제습기 조작법도 쉬워서 주의할점도 없고 좋아요.,긍정
2411,개인적으로 목에 무게감에 느껴져 별 뺍니다,부정
2412,"성능이 좋아서 물이 금방 차고, 뽀송해져서 기분이 좋아요~!",긍정
2413,따뜻하고 가격도 좋아요,긍정
2414,또 바퀴가 하단부에 달려서 옮기기 쉬워서 엄마께서 아주 만족해하십니다. ,긍정
2415,선풍기가 튼튼해서 잘 사용해서 만족합니다.,긍정
2416,소음이 적어 마음에 드나,긍정
2417,디자인 깔끔해서 좋구요. ,긍정
2418,깔끔한 디자인이라 좋고,긍정
2419,작지만 제품 성능은 우수해 좋네요. ,긍정
2420,고급진 디자인이 맘에 쏙 들어서 구매했네요!!,긍정
2421,다만 사용하다보면 발열감이 있어서 별로예요,부정
2422,물통열기도 불편,부정
2423,사용했던 제품이 좋아서 이번에도 같은 제조사 제품으로 재구매. 근데 안좋아요. ㅜ,부정
2424,또 바로 작동버튼을 누르면 바로 뜨거운 바람이 나와서 안 좋아요.. ,부정
2425,제품 사이즈가 정말 작아 캠핑용으로 휴대하기 편리하고 좋네요. ,긍정
2426,생각보다 따뜻한 바람이 잘 나오서 넘 따뜻합니다~,긍정
2427,생각보다 시원하지않아요~ㅠㅠ,부정
2428,일단 조립했으니 원하던 기능이 없어 비추입니다.,부정
2429,이레저레 한시간가량 손써봐도 작동이 안된다ᆢ,부정
2430,000 제품이라 만족합니다.,긍정
2431,상품이 너무큽니다 앞으로 많이 튀어나와 조금 불편합니다,부정
2432,제품을 받았는데 리모콘이 고장난 걸 보내주셨네요...,부정
2433,소리가 전혀 없어 좋네요!! ,긍정
2434,자동모드로 공기잡고 의류건조기능으로 옷 잘 말리고 1석2조 좋았어요.,긍정
2435,사이즈도 커서 내 키가162인데 박스가 가슴 아래까지오는 높이인데,부정
2436, 생각했던 것보다 소음은 작아서 쓸만하네요.,중립
2437,제품이 가벼워 이동이 편리해서 좋아요~!. ,긍정
2438,저렴한 가격 덕분에 구입해서 기분이 좋네요. ㅎㅎ,긍정
2439,다만 물통 뺄때 한번에 안 빠지고 뭔가 걸리는 느낌이 들어서 불편하네요. ㅜ 그점만 아쉬워요.ㅜ ,부정
2440,회전안되는건 어이가 없네요,부정
2441,6단 풍속 조절이 가능하나 바람 세기는 좀 약해서 아쉽네요.,부정
2442,최신 기능인 uv나노와 자동 건조가 없는 스펙이 좀 딸리는 모델이였네요,부정
2443,그리고 큰거 한개는 유독 수증기가 많이 나와요ㅠ,부정
2444,전 정가로 구입했는데 오늘 11절 행사로 가격할인을 많이해서 마음이 아프고 많이 아쉬워요..ㅜㅜ,부정
2445,생각잖던 기타 지출 비용이 들어 기분이 상하네요 기존의 거치대도 있었고 구멍도 깔끔하게 다 뚫려있었는데 ᆢ,부정
2446,제습 효율이 높아서 제습도 잘되고,긍정
2447,소리가 큰게 좀 흠이지만,부정
2448,무엇보다 제습기능이 탁월해서 효과가 짱이에요,긍정
2449,소리도 심하게 나네요,부정
2450,작동시 소음이 좀 커요.,부정
2451,바람이 좀 약하지만 사용할만 합니다.,중립
2452,코드선  짧음의 불편함이 매우 크다,부정
2453,2019년 8월 제작된 최신 신품이라 굉장히 기분 좋네요 ,긍정
2454,제품 성능은 만족해요. ~!,긍정
2455,디자인이 깨끗하고 깔끔해서 좋습니다.,긍정
2456,디자인이 깔끔해서 어디에 놓든 예쁘게 잘 어울리니 더 마음에 드네요.,긍정
2457, 제습 되는 시간도 오래걸려요 ㅠ,부정
2458,걱정했던 소음도 거의 없고 조용해서 매우 마음에 듭니다.. ,긍정
2459,"바람의 종류중에 산들바람, 수면바람이 특히 사용하기 좋네요.. 아주 만족해요.. ",긍정
2460,소음적어 마음에 들어요.,긍정
2461,회전이 좀 아쉽긴해요,중립
2462,네이비는 충전등이없어 아쉬움,부정
2463,교환이든 반품이든 해주세요  산지 얼마 안됐는데 벌써부터 전선 불량이면 어떻해요,부정
2464,소리도 작아서 취침시에 사용하기 딱이예요!,긍정
2465,다만 기능적인 면에서는 문제없이 잘 작동되어 좋습니다. ,긍정
2466,배송기사없이  혼자설치 하는건 무리입니다 남편과 아들 둘이 힘들게 달았습니다,부정
2467,하루 제습량도 넉넉해서 마음에 들어요 .,긍정
2468,타제품보다 소음이 없어 너무 좋아요,긍정
2469,본체와 물통 뚜껑에 유격이 있어서 별로네요 ,부정
2470,디자인이 고급스러워 인테리어 효과도 있어서 좋아요!! ,긍정
2471,OOO제습기도 역시 좋네요!!,긍정
2472,제조일이 너무 옛날꺼라... 뭐 기능은 같겠죠,부정
2473,조립마감도 좋네요..,긍정
2474,또 물통도 반나절만에 금방 만수되어서 용량을 더 큰 걸로 살걸 후회되네요.. ㅜ 마음에 안들어요. ㅜ,부정
2475,가전제품은 역시 ooo 따라 갈 브랜드가 없네요~,긍정
2476,작은방에서는 소리가 안나고 거실에서만 소음이 좀 크네요 그냥 쓸만 합니다.,중립
2477,개인적으로 소음이 시끄럽게 느껴져서 아쉽네요,부정
2478,습한 느낌과 곰팡이 때문에 샀는데 써보니까 효과 너무 좋습니다~~,긍정
2479,물통 용량도 커서 물 자주 비우지 않아도 되서 좋네요,긍정
2480,마음에 들지 않습니다.  회전부는 모터에 의해서만 움직입니다.,부정
2481,안방용으로 사용하기 적합한 사이즈인것 같아요. ,중립
2482,회전하는 선풍기가 너무 작아 바람이 약하고,부정
2483,다만 코든 연결선이 짧아서 종종 불편함을 느껴요..  아쉽네요. ㅜ,부정
2484,BLDC모터로 소음이 없어 조용하게 틀어놓기 좋고,긍정
2485,지하실에서 사용하는데 제습기능 대박입니다. 물이 금방 차네요,긍정
